,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,wnv_present,num_mosquitos,year,month,day,station,stat_1_tmax,stat_1_tmin,stat_1_tavg,stat_1_precip_total,day_length_mprec,day_length_nearh,sunrise_hours,sunset_hours,mixed_tmax,mixed_tmin,mixed_precip_total,stat_2_tmax,stat_2_tmin,stat_2_tavg,stat_2_precip_total
83,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,1,2007,6,5,1,64,47,56.0,0.42,906.0,15.0,4.283333333333333,19.383333333333333,63.5,49.0,0.345,63,51,57.0,0.27
84,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,7,2007,6,5,1,64,47,56.0,0.42,906.0,15.0,4.283333333333333,19.383333333333333,63.5,49.0,0.345,63,51,57.0,0.27
85,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
86,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
87,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
88,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
89,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
90,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
91,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
92,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,3,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
93,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
94,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
95,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
96,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
97,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
98,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,21, S HAMLIN AVE,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,8,0,5,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
99,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,21, S HAMLIN AVE,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
100,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
101,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
102,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,5,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
103,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
104,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
105,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,0,6,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
106,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX RESTUANS,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
107,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
108,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
109,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
110,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,4,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
111,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
112,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,4,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
113,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
114,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,4,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
115,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
116,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
117,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,4,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
118,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX SALINARIUS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
119,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,6,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
120,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,6,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
121,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,20,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
122,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,25,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
123,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
124,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
125,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
126,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
127,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,3,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
128,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
129,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,9,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
130,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
131,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
132,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
133,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
134,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,4,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
135,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
136,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
137,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
138,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
139,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,3,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
140,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,6,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
141,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
142,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
143,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
144,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,0,2,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
145,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
146,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,3,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
147,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,5,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
148,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
149,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
150,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
151,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,1,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
152,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,10,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
153,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,19,2007,6,26,1,92,70,81.0,0.16,913.0,15.0,4.3,19.516666666666666,91.5,71.5,0.0825,91,73,82.0,0.005
154,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
155,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
156,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
157,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
158,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
159,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
160,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
161,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
162,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
163,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
164,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
165,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,3,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
166,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,1,2007,6,29,1,70,56,63.0,0.0,912.0,15.0,4.316666666666666,19.516666666666666,70.5,56.0,0.0,71,56,64.0,0.0
